time,open,high,low,close,Volume,Volume MA,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 1,Lower ATR 1,Upper ATR 2,Lower ATR 2,Upper ATR 3,Lower ATR 3,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2018-04-19T02:00:00+02:00,8165.995,8300.43,8091.4025,8272.5775,27734.4966,37851.27109,8221.47,8221.47,8221.47,8221.47,8221.47,8221.47,8221.47,7821.050662,7756.203161,7942.064531,8390.969608,8926.787017,8263.896304,7248.510017,8771.589448,6740.816874,9279.282591,6233.123731,84.09364393,83.39326842,56.61207425,47.42676603,NaN,NaN
2018-04-20T02:00:00+02:00,8270.95,8935.6325,8218.5275,8862.335,44978.01869,38059.92782,8672.165,8672.165,8672.165,8672.165,8672.165,8672.165,8672.165,7981.248253,7856.760601,7994.651415,8407.804087,8925.35475,8379.411734,7334.109468,8902.062867,6811.458334,9424.714,6288.807201,92.95125301,85.96672943,62.99225796,49.55380256,NaN,NaN
2018-04-21T02:00:00+02:00,8862.85,9043.8175,8612.52,8925.1825,35886.13197,37229.97252,8860.506667,8860.506667,8860.506667,8860.506667,8860.506667,8860.506667,8860.506667,8126.468906,7953.889864,8047.82462,8426.281887,8925.350922,8470.015738,7437.763991,8986.141612,6921.638117,9502.267485,6405.512243,97.32683165,91.45724286,63.6064274,51.40118282,NaN,NaN
2018-04-22T02:00:00+02:00,8925.0125,9035.13,8757.3775,8799.1925,22633.12178,36226.60897,8863.9,8863.9,8863.9,8863.9,8863.9,8863.9,8863.9,8229.964844,8030.735559,8090.759927,8439.600123,8922.547402,8529.834763,7531.636354,9028.933967,7032.53715,9528.033171,6533.437946,97.22245207,95.83351225,61.40633195,52.95450207,NaN,NaN
2018-04-23T02:00:00+02:00,8793,9004.8725,8776.555,8941.3375,24693.26965,34730.2898,8907.588333,8907.588333,8907.588333,8907.588333,8907.588333,8907.588333,8907.588333,8339.406791,8113.517553,8139.36436,8457.519315,8922.96496,8593.275207,7633.759899,9073.032861,7154.002246,9552.790515,6674.244592,96.37992079,96.97640151,62.96286415,54.79448542,NaN,NaN
2018-04-24T02:00:00+02:00,8941.3275,9738.9225,8933,9651.1975,55110.42681,34945.66826,9441.04,9441.040122,9441.039878,9441.040244,9441.039756,9441.040366,9441.039634,8541.220746,8253.306639,8225.754825,8500.150679,8939.147905,8756.361782,7750.251496,9259.416925,7247.196354,9762.472068,6744.141211,96.37992079,96.66076455,69.56445915,57.03873754,NaN,NaN
2018-04-25T02:00:00+02:00,9651.265,9757.9425,8718.8575,8862.92,85968.41896,36927.51994,9113.24,9113.24,9113.24,9113.24,9113.24,9113.24,9113.24,8590.712939,8308.726036,8262.164264,8513.106726,8937.453952,8850.069025,7767.383046,9391.412015,7226.040056,9932.755005,6684.697066,76.10250749,89.62078303,57.34160947,58.27415889,NaN,NaN
2018-04-26T02:00:00+02:00,8860.7875,9315.0075,8630.5725,9279.7375,47441.20385,37683.67526,9075.105833,9075.105833,9075.105833,9075.105833,9075.105833,9075.105833,9075.105833,8696.716718,8396.999805,8320.311306,8540.486397,8945.060253,8948.563653,7845.435958,9500.1275,7293.87211,10051.69135,6742.308262,61.20852148,77.89698325,61.22156569,58.81757286,NaN,NaN
2018-04-27T02:00:00+02:00,9277.9025,9376.68,8901.04,8921.945,33197.41802,37890.59383,9066.555,9066.555,9066.555,9066.555,9066.555,9066.555,9066.555,8731.367223,8444.722096,8354.690374,8554.109918,8944.54658,8990.862811,7898.58138,9537.003527,7352.440664,10083.14424,6806.299949,36.51572991,57.94225296,56.47329511,59.05291826,NaN,NaN
2018-04-28T02:00:00+02:00,8919.4725,9437.2075,8865.725,9339.5325,31677.71238,38597.85619,9214.155,9214.155,9214.155,9214.155,9214.155,9214.155,9214.155,8824.931111,8526.068496,8410.967067,8582.160725,8953.324045,9074.019339,7978.117653,9621.970182,7430.16681,10169.92103,6882.215967,42.17048641,46.63157926,60.33954289,59.46561058,NaN,NaN
